Reviews,label1,label2,label3
I bought this iPhone 2 years ago and Im still using it it came like the info said and like the pictures I recommend anyone getting iphone 4 go hereI just now figured out the ratings and reviews sorry took so long get backWith everyone. battery perfomance was also fine,Positive,Battery,4
"Went with an iphone 4 32gb when my ipod 5th generation video finally bit the dust. I can say that Im very happy with this phone, the call quality, bluetooth quality, and music quality are all excellent. In addition I recently added a Paypal card swipe which is something I could not have done with my old phone.Very easy to get used to after a few days, and the battery life is astounding. Later model iPhones have a special feature with the recently released OS to sync with newer cars better. I might upgrade my phone if I ever get a new car, but for now the used iPhone 4 I have works great with my old cars aftermarket JVC stereo (purchased probably 4 years ago!) USB interface and Im totally satisfied with my purchase.the screen glass is very fine and good.",Positive,Screen,5
can you help me to unlock it because it does not work in Venezuela. I await your prompt response thanks.The camera quality was also at par but was not excellent.,Neutral,Camera,3
"Got this on time it was new worked perfectly fine. I would so recommend this to whoever would like it.(Update) I had the phone less than a year and i had some issues. I did get the phone flashed so it could work under another network. After having it for a few months people would call me and i would pick up i could hear them, but they were not able to hear me. So I took it to and iphone repair shop over three times, the replaced the microphone and it still didnt work. I gave up and switch to another phone. Money down the drain on this one.",Positive,Screen,5
"Battery lasted 6 months... do not recommend. This phone has a problem with the screen touch. Many times, it will not recognize Im pressing a button on the screen. However, it will constantly think my ear is a button. Its VERY annoying!. I dont recommend buying this phone from this company.",Negative,Battery,2
"The charger is broken. I can only charge my phone through USB, which needs almost 8 hours to get battery full.",Negative,Battery,1
"Even though the shipping was delayed it arrived in good condition just as described. Battery , camera and pcitures are fine,Ive only been using it for a couple of days but so far everything is working just fine",Positive,Camera,4
Dont be fooled when I opened the package I was super excited the phone looked brand new! The first day everything worked and seemed great then my phone would go black and turn off.also it would freeze and get super hot. There charger they supply you with does not work so for 266$ I feel was a big rip off dont be fooled be careful when buying a phone from companies like this and also AT&T had a hard time putting the phone ID in as well. Never again this product was a too good to be true!,Negative,Battery,2
"buyer beware I bought three phones from amazon three different phone one for att, one for straight talk and one for Verizon . they are all junk my att phone broke in three weeks, my daughters phone for Verizon has more problems than I can list is basically unuseable, and my sons phone which is the one I am reviewing works but freezes, hangs up and other stuff and he has had it about four weeks. So highly unlikely I got three lemons. right? DONT BUY YOUR CELL PHONES FROM AMAZON THEY ARE GARBAGE!!!!! and battery issues were also there",Negative,Battery,2
"Needed a replacement phone for my daughter This one made her very happy! Was received in as advertised condition. Fully functional. No noticeable scratches on screen , original plastic on back, and otterbox works great.",Positive,Screen,5
"Needed a replacement phone for my daughter This one made her very happy! Was received in as advertised condition. Fully functional. No noticeable scratches on screen , original plastic on back, and otterbox works great.",Positive,Screen,5
"Needed a replacement phone for my daughter This one made her very happy! Was received in as advertised condition. Fully functional. No noticeable scratches on screen , original plastic on back, and otterbox works great.",Positive,Screen,4
"The iPhone i ordered actually came a day earlier than it was suppose to . The phone is used but works brand new . Ive had it for about 3 and a half weeks now and I have absolutely no complaints . I definitely recommend ordering from this Seller to anyone, very professional and prompt  and the screen was also great",Positive,Screen,4
We got this used and camera works perfectly fine! It was nice that it came with a case and a screen protector! Nothing wrong that stood out.,Positive,Screen,5
"Even though the iPhone 6 will be out soon, I fell in love with this phone camera. The processor makes everything super quick, and even though non-market apps are much easier to obtain on an Android, I find that the versatility of the iPhone makes up for it",Positive,Camera,4
"Front screen is perfect, Lots of scratches on the back an home botton does NOT work. Other then that phone works well.",Neutral,Screen,3
The phone looks nice and works but the home button you have to press hard sometime dont like that.Everything else work great. Still like check on YouTube on how to fix it hope that works and battery looks fine,Neutral,Battery,2
Advertised as like new but not even close. The screen was filthy it looked like a toddler was playing with it while eating.,Negative,Screen,1
"This phone was advertised as ""NEW"". When it died after 7 months, I found out through Apple it was refurbished. Vantage Cellular will not return my emails and Apple will not fix because I am not the original owner. DONT TRUST VANTAGE CELLULAR. Battery life is very poor and battery draining very fast.",Negative,Battery,1
The phone is nice itself but it just dont stay hook to wifi it unhook itself 3 stars for the phone itself. Camera is working fine.,Neutral,Camera,3
"the signal is super weak, the phone is out of signal most the time.The battery is ran out so quick and also the phone gets boiling hot just after 20 mins on calling.Often, the shop pauses by itself and you cannot return the home page.Definitely wasting my money on this phone !!!!!!!!!!!!!!!!!!!!!!!!!!!!",Negative,Battery,1
The phone was brand new in box new charger new and everything worked and still functioning well as we speak Im on it now,Positive,Battery,4
"We havent had much success with used apple products, but I decided to give it one more go. This phone is exactly as the seller described. It works beautifully. Most importantly, I have a very happy 15 year old whose iPhone 3 was seriously on its last leg. Her favorite feature is facetime, liked the picture quality. :)",Positive,Camera,4
Its OK. THe surface is very new. The speed and the baterry is Ok. I could not get its charge,Neutral,Camera,3
I really like the phone it is very easy to use and can be cusstomized to anyone with tons of aps avilable. Good screen.,Positive,Screen,4
The screen is very bright and liked it alot. Overall a good mobile.,Positive,Screen,4
"Unfortunately my experience was not entirely positive with the product. It arrived still wrapped in its box and looked beautiful. After I went to the AT& T store got its SIM card and was already to go, I found out that the home button only works occasionally. It is unfortunate for such a high priced item. I still love the Apple products but I am wondering whether buying direct from Apple or AT&T is cheaper and less hassle in the long run",Negative,Screen,2
I needed to step into the smartphone world for work and my ATT plan was not up yet. I checked everywhere and Amazon had the best prices and the best guarantees. This phone was with superb camera and I am loving it!,Positive,Camera,5
"i give it 2 stars because the battery lasted literally 2 weeks and then it would go dead after 30 minutes. and the phone wouldnt send texts if the phone was moving, low battery. had more problems but it is an i phone 4..... so i dont wanna bash. would definitely",Neutral,Battery,3
Phone arrived on time and it was in great shape no scratches on screen. The charger we received with phone was cheap made phone act funny when using while charging,Neutral,Screen,3
"just received it, didnt see any scratches as indicated. operates quick, charger cord appeared to be new, i plan on buying two more..",Negative,Battery,2
I loved the phone in terms of Picture quality. I'm a photographer and need such kinds of phones to capture moments.,Positive,Camera,5
"The phone was exactly how it was advertised, my son is very happy with this phone. Took it to AT&T and didnt have one second of trouble getting the phone activated for service. Minimal scratches and fast delivery. Awesome service. Display is good.",Positive,Screen,4
Please send a very bad version. What is going on? What are you asking me again? Too bad the broken screens which use the blue lights. I asked for my money.,Negative,Screen,1
"Its not bad for the price, but there is lots of glitches in it! Another thing, it says it comes with a charger and it didnt! The only thing good about it is that it came quick!!battery  is average",Neutral,Battery,3
"Iphone came in very good condition as described, but the charger was not working well. I had to get a new one. Besides that, everything was ok.battery is worst.battery is draining very fast",Negative,Battery,1
"i bought i phone 4 and this i phone supposed to be used like new but i surprised when i found the back camera is scratched and not working , really it was very bad. Worst camera.",Negative,Camera,4
"Needed a replacement phone for my daughter This one made her very happy! Was received in as advertised condition. Fully functional. No noticeable scratches on screen, original plastic on back, and otterbox works great.screen is very good and bright .",Positive,Screen,5
It didnt work. The microphone wouldnt work half the time and the person couldnt hear me. Photos were unclear with lines across the screen! Screen is not good,Negative,Screen,1
"The phone does NOT work right, and never has. Sure, you can call out on it, and you can receive calls BUT ....no one can HEAR YOUR VOICE ... unless you switch the speaker phone on! That part is not working right, and it has not since the day we received it. This was a gift for someone without a phone at all, and now she has one that only works halfway! NOT RIGHT! Ive written the Seller already and now have submitted a claim via Amazon too. So far, the Seller is NOT returning emails or calls. Maybe Amazon itself will have better luck -- and if not, perhaps this store does not need to be an Amazon store at all.Lets see if they answer this, the THIRD request for replacement! A full replacement or even a full return of funds in the next 24 hours would certainly be welcome since we thought we bought a WORKING CELL phone. This one does not work right, period. we demand a replacement that works or a full refund within the next ten(10) days.too coslty and very bad camera and pictures were not good.",Negative,Camera,2
"This is my first apple product ever. I had been wanting one for years but this was in my price range. A lot of my friends have the 5 or 5s and all suggested I start with the 4 since they feel the ios system is better on it. The phone I got was used, but looks near to new. Only a few extremely light scratches that you cant even see when looking directly at it. Screen is average and camera is not too bad it is just fine.",Neutral,Screen,3
"It was fast and the shipping was minutes after I made the delicious to buy the phone, I was needing any phone cause I lost my phone. Picture quality is also good.",Positive,Camera,5
there were multiple issues with the phone that was supposed to be refurbished. this was the first product I purchased through here that I can say was a waste of money and I order a lot.picture quality is vey bad.,Negative,Camera,2
Only one speaker works and its not unlocked... Other than that it works pretty good but just those problems. Yeah. Dispalay is good.,Positive,Screen,4
A family member keeps breaking his phone. I didnt want to buy a brand new one. This re-furbished phone is working great and I couldnt beat the screen.,Positive,Screen,4
"It says just what you get in the mail, very nice and functional equipment, will definately recommend it ! Delivered a day late but no complaints. Good camera.",Positive,Camera,5
"Got this phone because my android smart phone would only hold a charge for 5 hours. On the plus side, this phone holds a charge for days, on the negative side, folks dont get my texts sometimes, or I dont get their texts sometimes, and it ALWAYS cuts my call off when Ive only been talking for a few minutes. Must just be my particular phone, my daughter has one and has no problems with hers. Im going back to my android smart phone. This one is garbage, sorry I bought it.battery is draining very fast and worst battery.",Negative,Battery,2
"The purchase of this iphone 4 has caused me so much hassle and waste of time. What a total regret buying this phone from ""mobilekarma"" Not only was it sold to me as a blacklisted phone, theres no way to get this iphone off the list. I had contacted mobile karma and they have no means to settling or solving this issue.it is taking lot of time for getting charged and draining very  fast.",Negative,Battery,1
"Its not bad for the price, but there is lots of glitches in it! Another thing, it says it comes with a charger and it didnt! The only thing good about it is that it came quick!!battery  is average",Neutral,Battery,3
"Iphone came in very good condition as described, but the charger was not working well. I had to get a new one. Besides that, everything was ok.battery is worst.battery is draining very fast",Negative,Battery,1
"i bought i phone 4 and this i phone supposed to be used like new but i surprised when i found the back camera is scratched and not working , really it was very bad. Worst camera.",Negative,Camera,4
"Needed a replacement phone for my daughter This one made her very happy! Was received in as advertised condition. Fully functional. No noticeable scratches on screen, original plastic on back, and otterbox works great.screen is very good and bright .",Positive,Screen,5
It didnt work. The microphone wouldnt work half the time and the person couldnt hear me. Photos were unclear with lines across the screen! Screen is not good,Negative,Screen,1
"The phone does NOT work right, and never has. Sure, you can call out on it, and you can receive calls BUT ....no one can HEAR YOUR VOICE ... unless you switch the speaker phone on! That part is not working right, and it has not since the day we received it. This was a gift for someone without a phone at all, and now she has one that only works halfway! NOT RIGHT! Ive written the Seller already and now have submitted a claim via Amazon too. So far, the Seller is NOT returning emails or calls. Maybe Amazon itself will have better luck -- and if not, perhaps this store does not need to be an Amazon store at all.Lets see if they answer this, the THIRD request for replacement! A full replacement or even a full return of funds in the next 24 hours would certainly be welcome since we thought we bought a WORKING CELL phone. This one does not work right, period. we demand a replacement that works or a full refund within the next ten(10) days.too coslty and very bad camera and pictures were not good.",Negative,Camera,2
"This is my first apple product ever. I had been wanting one for years but this was in my price range. A lot of my friends have the 5 or 5s and all suggested I start with the 4 since they feel the ios system is better on it. The phone I got was used, but looks near to new. Only a few extremely light scratches that you cant even see when looking directly at it. Screen is average and camera is not too bad it is just fine.",Neutral,Screen,3
"It was fast and the shipping was minutes after I made the delicious to buy the phone, I was needing any phone cause I lost my phone. Picture quality is also good.",Positive,Camera,5
there were multiple issues with the phone that was supposed to be refurbished. this was the first product I purchased through here that I can say was a waste of money and I order a lot.picture quality is vey bad.,Negative,Camera,2
Only one speaker works and its not unlocked... Other than that it works pretty good but just those problems. Yeah. Dispalay is good.,Positive,Screen,4
A family member keeps breaking his phone. I didnt want to buy a brand new one. This re-furbished phone is working great and I couldnt beat the screen.,Positive,Screen,4
"It says just what you get in the mail, very nice and functional equipment, will definately recommend it ! Delivered a day late but no complaints. Good camera.",Positive,Camera,5
"Got this phone because my android smart phone would only hold a charge for 5 hours. On the plus side, this phone holds a charge for days, on the negative side, folks dont get my texts sometimes, or I dont get their texts sometimes, and it ALWAYS cuts my call off when Ive only been talking for a few minutes. Must just be my particular phone, my daughter has one and has no problems with hers. Im going back to my android smart phone. This one is garbage, sorry I bought it.battery is draining very fast and worst battery.",Negative,Battery,2
"The purchase of this iphone 4 has caused me so much hassle and waste of time. What a total regret buying this phone from ""mobilekarma"" Not only was it sold to me as a blacklisted phone, theres no way to get this iphone off the list. I had contacted mobile karma and they have no means to settling or solving this issue.it is taking lot of time for getting charged and draining very  fast.",Negative,Battery,1
My husband loves his phone.It was the perfect gift .Thank you Im looking forward to finding more gifts for family.very good picture quality and good camera.,Positive,Camera,4
This product arrived in box and with accessories that work! But we paid too much for this phone bc it continuously goes to the reboot screen! We are trying to find out how to fix this problem...but it is difficult!mobile is charging is slow and battery is also weak.,Negative,Battery,2
My son wanted to be iphone nation but I had just switched carriers. So I was not going to pay full price for a new phone. Then I said let me look on Amazon.com. this phone did not have scratch on it. Perfect condition. My son loves it. Thank you. Money well spent. Keyboard is working fine and also screen quality also good.,Positive,Screen,4
"Bought this as a replacement to my broken 8GB iPhone. If you already own an iPhone then you know how useful and widely owned these are. if you dont have one, Apple products, while seemingly fragile, do work extremely well for a long time in terms of performance and durability. I never knew someone who had a physically defective apple anything after any given amount of time. These things do not fall apart ever.very good mobile  and fantastic camera , i loved the pictures.",Positive,Camera,4
The phone is reliable it works a lilttle slow and the home button has to be pressed hard but after that it is a good product,Neutral,Screen,3
"The iPhone 4 was sold as like new condition, the bottom right corner glass was shattered and the button intermittently works. It cost me $136 to have it repaired. Price is okay.",Neutral,Screen,3
I am very pleased with this item. The phone arrived within a short period of time. It was in a great shape and the seller even included a nice case and a charger. I loved the picture quality and the screen is soo good.,Positive,Screen,5
"Buy this cellphone as a gift for my wife, I like it because it is small and easy to use for her. The system uses the cellphone iphone is very stable. Front and rear camera works really amazing.",Positive,Camera,5
"this is one of the worst products ive ever bought from Apple ive had it encased in a otter box for protection and upkeep and it still regularly blips out. so far as the battery is concerned it regularly abruptly dies even if one moment before it reads 40-50% power, and the power button stopped working soon after i got it. do yourself a favor if youre considering apple for a phone just go with Samsung, LG, or something else. its not worth the faulty poor quality and headaches this one will bring you.Price is too hight and it is not worth it . I have wasted my  money. Poor battery life.",Negative,Battery,1
"Works great, received this phone on the date that was published, but as soon as i got it the battery was not fully charged and the charger was not working so i received a new charger. Now the phone is in great condition.",Positive,Battery,3
"Great deal, came in time, had it for over a month now,camera  works Perfect just like it should.. I guess I just got lucky this time..:/ but yeah, good sell:)",Positive,Camera,5
"Battery lasted 6 months... do not recommend. This phone has a problem with the screen touch. Many times, it will not recognize Im pressing a button on the screen. However, it will constantly think my ear is a button. Its VERY annoying!. I dont recommend buying this phone from this company.",Positive,Battery,5
"My iPhone was bought from used powerbookmac.com & it is flawless no scratches or scuffs.i had my phone unlocked from third party vender(60 bucks).because they had no pervious owner info they buy then in bulk.but you can still unlock it through a third party vender. But all in all my iPhone is great the best phone I ever had. Its my first iPhone and for used the shot I took was right on the money. Fast, smooth, clean & crisp like an iPhone is. Buy from the vender if possible. Very good camera and battery.",Positive,Battery,4
Was worried about buying a used phone. Im very happy with my purchase. Looks and works great! Definitely recommend it! I have clicked amazing pictures.,Positive,Camera,4
"Purchased this product as new. Proximity sensor failed. Apple support told me this phone was purchased in 2011and had no factory warranty. Company will not do any replacement after 30 days, so beware. I have a phone that I cannot use for phone calls. I will not purchase from these people as they state the product is new, but it is not!,display is not good and screen is very bad .",Negative,Screen,2
Purchased several as gifts. They arrived on time and were in good condition as the Seller had described. Please note that none of these gift iphones were put on the carrier named. They went on the month to month plans offered at a major chain store that sold a package deal of buy the chip and get a month air time free. Many months later they are all working fine. And the low budget carrier service is even better than my personal 2-year contract carrier.I plan to purchase more of these as gifts soon.i loved the photos quality of this phone.,Positive,Camera,4
The phone was in excellent condition and we have had no issues with it. The charger stopped working about a week later. Other than that I have nothing negative to say about our experience.,Positive,Battery,3
"This is my second one, and is really frustrating because i have to take it too have everything copied. I can hear other people on line, but they can not hear me sometimes.battery is draining very fast and picture quality is not good.",Negative,Battery,1
"The product was advertised as ...""IPHONE 4 32GB BLACK.UNLOCKED USING TURBO SIM . UNLOCKED TO USE FOR ANY CARRIER. NEW CONDITION AND COMES WITH ALL ACCESSORIES: WALL CHARGER, USB CABLE, and HEADPHONES.This phone is Brand new, with box, charger and earbuds . The phone is unlocked using Gevey""The phone works fine, but I took it to t-mobile, and they said it was locked. Also, it appears to be the 04.11.08 baseband, which is apparently more difficult to unlock than most.Sent an email, but no response after a couple of days.battery and charger is just average.",Neutral,Battery,2
"Phone was a great purchase, was in great condition no scratches came in an iphone 4 box which was a nice touch.",Positive,Screen,4
Very upset with this product. It says its unlocked using Gevey sim which it is not. The phone i received had too new of a baseband to unlock. Had sratches on back too... Looks like i just bought a $350 paper weight until baseband can be unlocked..... what a SCAM. Screen glass broke and camera quality is not good.,Negative,Screen,1
I love this phone. Granted Im always near a computer or tablet the iphone is great when out and about. Its a user friendly interface and there are a ton of apps. The bluetooth is great too. I use a bluetooth stereo headset at the gym which allows me to play music while keeping my phone safely in the gym bag. Yes apple products a bit expensive but they are darn fun and good. No preinstalled junk apps. Screen is good.,Positive,Screen,3
Phone looks very good. Does have some glitches on the screen. Sometimes it will not return to the home screen no matter what. Just have to wait ten minutes or so because when its stuck it wont even power down but it will let you turn the screen off so at least it isnt draining extra battery. SIM card included was not as expected. The SIM card was disabled and useless. At&t set another for free but took almost a week to arrive. I could have bought same phone without sim card for nearly $15 less. Lesson learned but phone is in good shape.,Neutral,Screen,2
The phone got very hot when charging. Im requesting a full refund and a return shipping label. I do not expect to pay for return cost. Battery is worst,Negative,Battery,1
"its all right , the only problem with it is just like all iPhones is : the home button will partially stop working. Battery is bad and camera is good.",Neutral,Camera,3
"I bought this used phone as a Christmas gift and when my wife got around to activating it, it didnt work. Now Amazon was top notch on getting me the cost of the phone and my shipping back but for some reason couldnt get my sales tax back? What kinda ship is that? A full refund is a full refund not a shipping and cost of the phone only refund! The girl who sold the phone had to of known that the phone was defective cause her so called return policy was like 1 or 2 weeks and that was roughly the shipping time. She acted like she had no clue it was defective and told me to bad its not her policy to take stuff back after that time I shouldve told her sooner. Thank You Amazon for your standards I just wish that you would have gotten me a FULL refund!! Really had worst experience during my travelling. Worst battery life.",Negative,Battery,1
"Good pictures and love it, I recomend, Not the best deal $300 but its fair.I dont want any contract and new is too expensive.",Neutral,Camera,3
"Like the title says, Apple products rock! 32GB is currently proving to be more than what I need to store all of my music and apps. I also have a charger-case so my phone lasts throughout the entire day. The phone uses micro sim cards by AT&T as well as T-mobile. I am currently ordering a sim card cutter from Amazon in order to resize the sim card from Straight Talk because Straight Talk does not have micro sim cards anymore.Very good storage capacity and picture quality.",Positive,Camera,4
i love it its great and the photos are great its just want i wanted a great i phone 4 thank u it cane on time thats what i love about the seller was great and on time and i would order from this company again. thank u again,Positive,Camera,5
I got it today.everything works great but when I make a call receiver can not hear me.Dont buy I would return it back as soon as possible !!!worst battery life.,Negative,Battery,2
"Even though the iPhone 6 will be out soon, I fell in love with this phone camera. The processor makes everything super quick, and even though non-market apps are much easier to obtain on an Android, I find that the versatility of the iPhone makes up for it",Positive,Camera,4
"Bought from Amazon Warehouse Deals. Phone came quickly, and I was surprised at the great condition it was in when I received it. The ""cosmetic damage"" was negligible to the point that it looked like a new phone, even though the condition was rated as ""good"". After a few hours of operation I noticed a significant problem with the home button and am sending it back. Going to try my luck with a different AWD iphone.worst battery life. It is taking lot of time to get charged and draining very fast.",Negative,Battery,2
"SHIPPED A 16 GB WITH A FAKE PAPER PRINTED 32 GB LABLE WITH A BARCODE AND A IMEI NUMBER, TOOK IT TO APPLE AND CONFIRMED IT WAS A 16 GB, AND ATT CONFIRMED THE BARCODE WAS NOT THERES AS THEY DO NOT BARCODE THEIR PHONES THEY USE APPLES ORIGONAL, DO NOT BUY!!! Phone is duplicate and display is worst.",Negative,Screen,1
Product was in excellent condition and best camera ever. I ordered this to replace the not very user friendly android phone I had been using. I will never have anything but an iPhone from here on out.,Positive,Camera,4
"Fast shipping the item scratch a lot honme button not working wel a camera is not clear need change lens,pciture quality is not goood.",Negative,Camera,3
"It is very nice, only issue is it cannot be unlocked due to it is non-full price of purchase. I was told before, if I bought at&t, i can use t-mobile prepaid card. but because of the price, i cannot. Otherwise, this is very helpful cell phone. can you tell me how to recharge the money for each month? which phone number to call for at&t prepaid card? thanks. Not a good display screen and the keyboard is also bad.",Neutral,Screen,3
The iphone came like in a week and a half and the screen came cracked and the iphone doesnt even work it stays on the apple screen is worst.,Negative,Screen,1
"I wanted the Iphone 4 without being attached to a contract with a carrier so I decided to buy on Amazon. I was so surprised when I received the phone. It was flawless; no scratches or dings looks like new. The phone works very well and came with the apple charger which works very fine, apple ear phones, documentation, and apple stickers. It shipped from the Amazon Warehouse and I am very pleased with this purchase. Camera is good.",Positive,Camera,4
IPhone 4 is pretty good.. However many features which are added in ios6 are not available for iPhone4. I dont see any real reason as hardware for many of the features. So little disappointed with that. screen was not bigger enough,Negative,Screen,1
"Loving my phone and fantastic picture and camera quality. Was even better with Siri, but I lose her with the upgrade, could hardly wait for the new jailbreak to get her back. I suggest if you intend to sell your phones again take Advantage of the protective covers. Sense this I have gotten a number of items through Amazon",Positive,Camera,4
"I have one and my son had to have one. I have been supporting Apple since 1983 and they now have all #1 products. The nice thing about this is you have lots of options with AT&T. We use the pay as you go plan, no 3g and we get online at hot spots which are everywhere these days. No need to spend that extra cash if you dont need to. The 4 still is new enough to get all of the upgrades from Apple too. All that I can say is that it is a great phone or as I sometimes call it my mini ipad. I use it more than I use my computer these days. I will make one recommendation, if you buy one, get ""The Otter Box case"" as it will save your phone from lots of damage and breakage.Apple iPhone 4 16GB (Black) - AT&TAfter 3 weeks the camera stopped working and music would go on and off and loose calls left and rightI am sending it back. Worst camera quality and battery draining very fast",Negative,Camera,1
"well Ive been using this iphone for 10days now no issues occured on my phone, I did managed to get it factory ulnocked ^_^ and i loved the screen and display.",Positive,Screen,4
I bought this iPhone 2 years ago and Im still using it it came like the info said and like the pictures I recommend anyone getting iphone 4 go hereI just now figured out the ratings and reviews sorry took so long get backWith everyone. battery perfomance was also fine,Positive,Battery,4
"Went with an iphone 4 32gb when my ipod 5th generation video finally bit the dust. I can say that Im very happy with this phone, the call quality, bluetooth quality, and music quality are all excellent. In addition I recently added a Paypal card swipe which is something I could not have done with my old phone.Very easy to get used to after a few days, and the battery life is astounding. Later model iPhones have a special feature with the recently released OS to sync with newer cars better. I might upgrade my phone if I ever get a new car, but for now the used iPhone 4 I have works great with my old cars aftermarket JVC stereo (purchased probably 4 years ago!) USB interface and Im totally satisfied with my purchase.the screen glass is very fine and good.",Positive,Screen,5
can you help me to unlock it because it does not work in Venezuela. I await your prompt response thanks.The camera quality was also at par but was not excellent.,Neutral,Camera,3